idRevision,0,RID,1,idReviser,2,idLeaflet,3,idSentence,4,crwRevision,5,dateT,6,g,7,flag,8
409,409,556,556,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,312,312,"The Care Programme will include a workshop which will help men with prostate cancer manage any issues they might have.","The Care Programme will include a workshop which will help men with prostate cancer manage any issues they might have.","2019-08-29 17:39:28","2019-08-29 17:39:28",132,132,123,123
410,410,557,557,A1RCBWN98I5B90,A1RCBWN98I5B90,2,2,227,227,"Other Studies Collect information from their medical and hospital records. We believe it is important to find about your health through responses to questionnaires ","Other Studies Collect information from their medical and hospital records. We believe it is important to find about your health through responses to questionnaires ","2019-08-29 17:40:12","2019-08-29 17:40:12",122,122,123,123
411,411,558,558,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,319,319,"Taking part in the study is voluntary, and if you decide you don't want to continue with the research study, your medical care won't be affected.","Taking part in the study is voluntary, and if you decide you don't want to continue with the research study, your medical care won't be affected.","2019-08-29 17:40:29","2019-08-29 17:40:29",132,132,123,123
412,412,559,559,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,333,333,"You probably won't see any direct benefits whilst being part of this study, but the results will help us when it comes to developing or improving services for prostate cancer sufferers in the future.","You probably won't see any direct benefits whilst being part of this study, but the results will help us when it comes to developing or improving services for prostate cancer sufferers in the future.","2019-08-29 17:41:39","2019-08-29 17:41:39",132,132,123,123
413,413,560,560,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,232,232,"you will be asked whether you will consent to take part in the study after you have read the information and your question answered","you will be asked whether you will consent to take part in the study after you have read the information and your question answered","2019-08-29 17:43:23","2019-08-29 17:43:23",122,122,123,123
414,414,561,561,A7X2K7IW80TBU,A7X2K7IW80TBU,4,4,418,418,"We want to see how someone's health and well-being are affected by diagnosis and treatment of prostate cancer.","We want to see how someone's health and well-being are affected by diagnosis and treatment of prostate cancer.","2019-08-29 17:44:32","2019-08-29 17:44:32",142,142,123,123
415,415,562,562,A7X2K7IW80TBU,A7X2K7IW80TBU,4,4,472,472,"We will keep your information for 10 years after the end of the study. ","We will keep your information for 10 years after the end of the study. ","2019-08-29 17:45:01","2019-08-29 17:45:01",142,142,123,123
416,416,563,563,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,2112,2112,"we will contact your GP about your involvement in this study,and might contact GP before mailing out subsequent questionnaire in case you have or details have changed ","we will contact your GP about your involvement in this study,and might contact GP before mailing out subsequent questionnaire in case you have or details have changed ","2019-08-29 17:46:28","2019-08-29 17:46:28",122,122,123,123
417,417,564,564,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,232,232,"After reading the information sheet provided, you will be asked whether you are happy to take part in the study.","After reading the information sheet provided, you will be asked whether you are happy to take part in the study.","2019-08-29 17:46:45","2019-08-29 17:46:45",122,122,123,123
418,418,565,565,ABKH6YLFFKCPO,ABKH6YLFFKCPO,3,3,312,312,"Part of the Care Programme will be a workshop which will help sufferers manage any prostate cancer related issues.","Part of the Care Programme will be a workshop which will help sufferers manage any prostate cancer related issues.","2019-08-29 17:47:00","2019-08-29 17:47:00",132,132,123,123
419,419,566,566,A7X2K7IW80TBU,A7X2K7IW80TBU,4,4,455,455,"We need to keep your information as this is needed for research archives. Your information will be kept according to the government guidelines on processing personal information (GDPR).","We need to keep your information as this is needed for research archives. Your information will be kept according to the government guidelines on processing personal information (GDPR).","2019-08-29 17:47:01","2019-08-29 17:47:01",142,142,123,123
420,420,567,567,A2XNQ9MFS4AZH2,A2XNQ9MFS4AZH2,3,3,312,312,"doctors in the care programme will be in a workshop for men with prostate cance which will help them to better manage there prostate cancer related issues","doctors in the care programme will be in a workshop for men with prostate cance which will help them to better manage there prostate cancer related issues","2019-08-29 17:47:50","2019-08-29 17:47:50",132,132,123,123
421,421,568,568,ABKH6YLFFKCPO,ABKH6YLFFKCPO,3,3,319,319,"Participation is voluntary. If you do not take part, your medical care will not be affected.","Participation is voluntary. If you do not take part, your medical care will not be affected.","2019-08-29 17:47:53","2019-08-29 17:47:53",132,132,123,123
422,422,569,569,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,2112,2112,"We will inform your GP that you are taking part in this study, and may contact your GP before sending the follow up questionnaire in case any of your details have changed.","We will inform your GP that you are taking part in this study, and may contact your GP before sending the follow up questionnaire in case any of your details have changed.","2019-08-29 17:47:57","2019-08-29 17:47:57",122,122,123,123
423,423,570,570,ABKH6YLFFKCPO,ABKH6YLFFKCPO,3,3,333,333,"It is unlikely you will benefit directly, but the results from the study will help other men with prostate cancer.","It is unlikely you will benefit directly, but the results from the study will help other men with prostate cancer.","2019-08-29 17:48:41","2019-08-29 17:48:41",132,132,123,123
424,424,571,571,A2XNQ9MFS4AZH2,A2XNQ9MFS4AZH2,3,3,319,319,"taking part in this research is voluntary and your medical will not be affected if you do not want to take part","taking part in this research is voluntary and your medical will not be affected if you do not want to take part","2019-08-29 17:48:54","2019-08-29 17:48:54",132,132,123,123
425,425,572,572,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,227,227,"medical and hospital records are ways by which other studies collect data about people but we prefer knowing about your health and well-being through your response to the questionnaire ","medical and hospital records are ways by which other studies collect data about people but we prefer knowing about your health and well-being through your response to the questionnaire ","2019-08-29 17:49:18","2019-08-29 17:49:18",122,122,123,123
426,426,573,573,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,227,227,"Other studies collect data about people from their medical/hospital records, but it is important to find out about your health and well-being from your perspective via your responses to the questionnaires.","Other studies collect data about people from their medical/hospital records, but it is important to find out about your health and well-being from your perspective via your responses to the questionnaires.","2019-08-29 17:49:33","2019-08-29 17:49:33",122,122,123,123
427,427,574,574,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2100,2100,"If you are happy for us to use your information, we will track your data using your NHS and hospital numbers, but without your name.","If you are happy for us to use your information, we will track your data using your NHS and hospital numbers, but without your name.","2019-08-29 17:49:56","2019-08-29 17:49:56",123,123,123,123
428,428,575,575,A2XNQ9MFS4AZH2,A2XNQ9MFS4AZH2,3,3,333,333,"it is unlikly tyou will benefit directly, but the results from this survey will help us develop and improve services for patients with prostate cancer.","it is unlikly tyou will benefit directly, but the results from this survey will help us develop and improve services for patients with prostate cancer.","2019-08-29 17:50:09","2019-08-29 17:50:09",132,132,123,123
429,429,576,576,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,234,234,"You can fill in the questionaire at the hospital and give it to the nurse or researcher, or you can fill it in at home and return to us by post.","You can fill in the questionaire at the hospital and give it to the nurse or researcher, or you can fill it in at home and return to us by post.","2019-08-29 17:50:51","2019-08-29 17:50:51",123,123,123,123
430,430,577,577,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,232,232,"after you have read the information sheet and all your questions have been answered.we will then ask if you wish to take part in the study","after you have read the information sheet and all your questions have been answered.we will then ask if you wish to take part in the study","2019-08-29 17:51:14","2019-08-29 17:51:14",122,122,123,123
431,431,578,578,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,283,283,"When you are part of a study, your health and care information may be shared with other studies, either here or to other researchers.","When you are part of a study, your health and care information may be shared with other studies, either here or to other researchers.","2019-08-29 17:52:00","2019-08-29 17:52:00",123,123,123,123
432,432,579,579,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,2112,2112,"we will need to inform your GP before and after your study, this is too check your details are still correct before we send you out the follow up questionnaire.","we will need to inform your GP before and after your study, this is too check your details are still correct before we send you out the follow up questionnaire.","2019-08-29 17:52:41","2019-08-29 17:52:41",122,122,123,123
433,433,580,580,A1YMLNSEPCYTON,A1YMLNSEPCYTON,3,3,312,312,"Workshops will be part of the care programme to help men with prostate cancer manage any issues they have.","Workshops will be part of the care programme to help men with prostate cancer manage any issues they have.","2019-08-29 17:53:08","2019-08-29 17:53:08",132,132,123,123
434,434,581,581,A1YMLNSEPCYTON,A1YMLNSEPCYTON,3,3,319,319,"Your participation in this study does not affect the care you recieve","Your participation in this study does not affect the care you recieve","2019-08-29 17:53:47","2019-08-29 17:53:47",132,132,123,123
