idClozeW,0,idReviser,1,idLeaflet,2,idSentence,3,clozeField1,4,clozeField2,5,clozeField3,6,clozeField4,7,clozeField5,8,clozeField6,9,clozeField7,10,clozeField8,11,clozeField9,12,clozeField10,13,dateT,14,flag,15,idGroup,16
397,397,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,15,15,you,you,you,you,"the survey","the survey",and,and,university,university,send,send,the,the,your,your,,,,,"2019-08-21 22:56:11","2019-08-21 22:56:11",123,123,31,31
398,398,l2w2cg,l2w2cg,2,2,232,232,,,,,,,,,,,,,,,,,,,,,"2019-08-26 13:52:30","2019-08-26 13:52:30",123,123,22,22
399,399,l2w2cg,l2w2cg,2,2,2112,2112,1,1,2,2,3,3,4,4,5,5,6,6,7,7,,,,,,,"2019-08-26 13:53:08","2019-08-26 13:53:08",123,123,22,22
400,400,l2w2cg,l2w2cg,2,2,227,227,1,1,2,2,3,3,4,4,5,5,6,6,7,7,,,,,,,"2019-08-26 13:53:27","2019-08-26 13:53:27",123,123,22,22
401,401,l2w2t,l2w2t,2,2,232,232,232,232,,,,,,,,,,,,,,,,,,,"2019-08-26 14:10:12","2019-08-26 14:10:12",123,123,121,121
402,402,l2w2t,l2w2t,2,2,2112,2112,2112,2112,,,,,,,,,,,,,,,,,,,"2019-08-26 14:10:30","2019-08-26 14:10:30",123,123,121,121
403,403,l2w2t,l2w2t,2,2,227,227,227,227,,,,,,,,,,,,,,,,,,,"2019-08-26 14:10:50","2019-08-26 14:10:50",123,123,121,121
404,404,l2w3t,l2w3t,2,2,11,11,2100,2100,,,,,,,,,,,,,,,,,,,"2019-08-26 14:14:42","2019-08-26 14:14:42",123,123,121,121
405,405,l2w3t,l2w3t,2,2,7,7,234,234,,,,,,,,,,,,,,,,,,,"2019-08-26 14:15:06","2019-08-26 14:15:06",123,123,121,121
406,406,l2w3t,l2w3t,2,2,2,2,283,283,,,,,,,,,,,,,,,,,,,"2019-08-26 14:15:27","2019-08-26 14:15:27",123,123,121,121
407,407,l3w2c,l3w2c,3,3,312,312,312,312,,,,,,,,,,,,,,,,,,,"2019-08-26 14:24:39","2019-08-26 14:24:39",123,123,32,32
408,408,l3w2c,l3w2c,3,3,319,319,319,319,,,,,,,,,,,,,,,,,,,"2019-08-26 14:24:57","2019-08-26 14:24:57",123,123,32,32
409,409,l3w2c,l3w2c,3,3,333,333,333,333,,,,,,,,,,,,,,,,,,,"2019-08-26 14:25:17","2019-08-26 14:25:17",123,123,32,32
410,410,l3w3c,l3w3c,3,3,324,324,324,324,,,,,,,,,,,,,,,,,,,"2019-08-26 14:27:23","2019-08-26 14:27:23",123,123,33,33
411,411,l3w3c,l3w3c,3,3,341,341,341,341,,,,,,,,,,,,,,,,,,,"2019-08-26 14:27:40","2019-08-26 14:27:40",123,123,33,33
412,412,l3w3c,l3w3c,3,3,343,343,343,343,,,,,,,,,,,,,,,,,,,"2019-08-26 14:28:03","2019-08-26 14:28:03",123,123,33,33
413,413,l4w2c,l4w2c,4,4,418,418,418,418,,,,,,,,,,,,,,,,,,,"2019-08-26 14:30:23","2019-08-26 14:30:23",123,123,42,42
414,414,l4w2c,l4w2c,4,4,472,472,472,472,,,,,,,,,,,,,,,,,,,"2019-08-26 14:30:37","2019-08-26 14:30:37",123,123,42,42
415,415,l4w2c,l4w2c,4,4,455,455,455,455,,,,,,,,,,,,,,,,,,,"2019-08-26 14:30:54","2019-08-26 14:30:54",123,123,42,42
416,416,l4w3c,l4w3c,4,4,406,406,406,406,,,,,,,,,,,,,,,,,,,"2019-08-26 14:44:56","2019-08-26 14:44:56",123,123,43,43
417,417,l4w3c,l4w3c,4,4,411,411,411,411,,,,,,,,,,,,,,,,,,,"2019-08-26 14:45:18","2019-08-26 14:45:18",123,123,43,43
418,418,l4w3c,l4w3c,4,4,433,433,433,433,,,,,,,,,,,,,,,,,,,"2019-08-26 14:45:32","2019-08-26 14:45:32",123,123,43,43
419,419,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,232,232,When,When,"Instructions ","Instructions ",Your,Your,Be,Be,Willing,Willing,,,,,,,,,,,"2019-08-26 15:18:31","2019-08-26 15:18:31",123,123,22,22
420,420,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,2112,2112,We,We,That,That,In,In,Consult,Consult,Us,Us,In,In,Changed,Changed,,,,,,,"2019-08-26 15:19:28","2019-08-26 15:19:28",123,123,22,22
421,421,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,227,227,The,The,Candidates,Candidates,Personal,Personal,It,It,Out,Out,Well,Well,And,And,,,,,,,"2019-08-26 15:20:32","2019-08-26 15:20:32",123,123,22,22
422,422,A1I8EWT2DMNAKU,A1I8EWT2DMNAKU,4,4,418,418,Researchers,Researchers,doctors,doctors,and,and,patients,patients,,,,,,,,,,,,,"2019-08-26 15:21:52","2019-08-26 15:21:52",123,123,42,42
423,423,A1I8EWT2DMNAKU,A1I8EWT2DMNAKU,4,4,472,472,Southampton,Southampton,information,information,assessment,assessment,"initial ","initial ",,,,,,,,,,,,,"2019-08-26 15:23:19","2019-08-26 15:23:19",123,123,42,42
424,424,A1I8EWT2DMNAKU,A1I8EWT2DMNAKU,4,4,455,455,Submit,Submit,conducted,conducted,check,check,in,in,data,data,required,required,best,best,,,,,,,"2019-08-26 15:24:28","2019-08-26 15:24:28",123,123,42,42
425,425,A1OKB37HUEJVHT,A1OKB37HUEJVHT,4,4,406,406,,,,,,,,,,,,,,,,,,,,,"2019-08-26 15:28:57","2019-08-26 15:28:57",123,123,43,43
426,426,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,2100,2100,When,When,Us,Us,Data,Data,By,By,"Doctor ","Doctor ",Be,Be,,,,,,,,,"2019-08-26 15:31:35","2019-08-26 15:31:35",123,123,23,23
427,427,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,234,234,You,You,At,At,Take,Take,Or,Or,Take,Take,And,And,,,,,,,,,"2019-08-26 15:32:11","2019-08-26 15:32:11",123,123,23,23
428,428,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,283,283,If,If,Part,Part,The,The,And,And,To,To,"Program ","Program ",Some,Some,,,,,,,"2019-08-26 15:32:58","2019-08-26 15:32:58",123,123,23,23
429,429,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,406,406,A,A,of,of,go,go,with,with,questions,questions,,,,,,,,,,,"2019-08-26 15:35:24","2019-08-26 15:35:24",123,123,43,43
430,430,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,411,411,Researchers,Researchers,to,to,"out about","out about",and,and,"assessment ","assessment ",,,,,,,,,,,"2019-08-26 15:36:21","2019-08-26 15:36:21",123,123,43,43
431,431,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,411,411,Researchers,Researchers,to,to,"out about","out about",and,and,"assessment ","assessment ",,,,,,,,,,,"2019-08-26 15:36:23","2019-08-26 15:36:23",123,123,43,43
432,432,AUZUHON52J10U,AUZUHON52J10U,4,4,406,406,A,A,of,of,go,go,with,with,questions,questions,,,,,,,,,,,"2019-08-26 15:36:46","2019-08-26 15:36:46",123,123,43,43
433,433,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,433,433,Researchers,Researchers,for,for,databse,databse,for,for,symptons,symptons,for,for,databases,databases,and,and,,,,,"2019-08-26 15:37:31","2019-08-26 15:37:31",123,123,43,43
434,434,AUZUHON52J10U,AUZUHON52J10U,4,4,411,411,We,We,to,to,out,out,and,and,hospitalisation,hospitalisation,,,,,,,,,,,"2019-08-26 15:38:17","2019-08-26 15:38:17",123,123,43,43
435,435,AUZUHON52J10U,AUZUHON52J10U,4,4,433,433,We,We,for,for,database,database,by,by,testing,testing,for,for,organisations,organisations,and,and,,,,,"2019-08-26 15:40:21","2019-08-26 15:40:21",123,123,43,43
436,436,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,406,406,A,A,of,of,go,go,with,with,qyestions,qyestions,,,,,,,,,,,"2019-08-26 15:46:14","2019-08-26 15:46:14",123,123,43,43
437,437,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,411,411,We,We,to,to,out,out,and,and,diagnosis,diagnosis,,,,,,,,,,,"2019-08-26 15:47:05","2019-08-26 15:47:05",123,123,43,43
438,438,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,433,433,We,We,for,for,Service,Service,for,for,diagnosis,diagnosis,from,from,bodies,bodies,and,and,,,,,"2019-08-26 15:48:04","2019-08-26 15:48:04",123,123,43,43
439,439,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,418,418,We,We,the,the,and,and,mans,mans,,,,,,,,,,,,,"2019-08-26 15:52:13","2019-08-26 15:52:13",123,123,42,42
440,440,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,472,472,The,The,data,data,survey,survey,the,the,,,,,,,,,,,,,"2019-08-26 15:52:45","2019-08-26 15:52:45",123,123,42,42
441,441,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,455,455,"We gather","We gather","that are","that are","data and is","data and is",in,in,Data,Data,for,for,public,public,,,,,,,"2019-08-26 15:53:46","2019-08-26 15:53:46",123,123,42,42
442,442,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,406,406,The,The,of,of,read,read,with,with,questions,questions,,,,,,,,,,,"2019-08-26 15:54:46","2019-08-26 15:54:46",123,123,43,43
443,443,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,411,411,We,We,to,to,,,and,and,,,,,,,,,,,,,"2019-08-26 15:55:36","2019-08-26 15:55:36",123,123,43,43
444,444,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,324,324,The,The,at,at,current,current,"and then","and then",the,the,will,will,,,,,,,,,"2019-08-26 15:56:55","2019-08-26 15:56:55",123,123,33,33
445,445,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,433,433,We,We,through,through,information,information,by,by,health,health,,,services,services,and,and,,,,,"2019-08-26 15:57:02","2019-08-26 15:57:02",123,123,43,43
446,446,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,341,341,Neither,Neither,collected,collected,duration,duration,"will any","will any",will,will,,,,,,,,,,,"2019-08-26 15:57:43","2019-08-26 15:57:43",123,123,33,33
447,447,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,343,343,Your,Your,your,your,be,be,filing,filing,discs,discs,protected,protected,members,members,,,,,,,"2019-08-26 15:58:24","2019-08-26 15:58:24",123,123,33,33
448,448,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,418,418,We,We,the,the,and,and,person,person,,,,,,,,,,,,,"2019-08-26 16:01:01","2019-08-26 16:01:01",123,123,42,42
449,449,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,472,472,The,The,information,information,study,study,the,the,,,,,,,,,,,,,"2019-08-26 16:01:15","2019-08-26 16:01:15",123,123,42,42
450,450,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2100,2100,As,As,us,us,data,data,through,through,records,records,be,be,,,,,,,,,"2019-08-26 16:01:31","2019-08-26 16:01:31",123,123,23,23
451,451,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,455,455,,,is,is,of,of,by,by,Data,Data,under,under,public,public,,,,,,,"2019-08-26 16:01:56","2019-08-26 16:01:56",123,123,42,42
452,452,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,234,234,You,You,during,during,reurn,reurn,or,or,take,take,and,and,,,,,,,,,"2019-08-26 16:02:00","2019-08-26 16:02:00",123,123,23,23
453,453,A11W6Z0AFXSJ6C,A11W6Z0AFXSJ6C,2,2,232,232,If,If,leaflet,leaflet,any,any,be,be,doubt,doubt,,,,,,,,,,,"2019-08-26 16:02:15","2019-08-26 16:02:15",123,123,22,22
454,454,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,283,283,If,If,part,part,the,the,and,and,to,to,studies,studies,also,also,,,,,,,"2019-08-26 16:02:37","2019-08-26 16:02:37",123,123,23,23
455,455,A22FS22LAPMD8W,A22FS22LAPMD8W,4,4,418,418,,,,,,,,,,,,,,,,,,,,,"2019-08-26 16:19:05","2019-08-26 16:19:05",123,123,42,42
456,456,A1LT7RCP5NZQXG,A1LT7RCP5NZQXG,4,4,418,418,Doctors,Doctors,a,a,and,and,patient,patient,,,,,,,,,,,,,"2019-08-26 16:20:04","2019-08-26 16:20:04",123,123,42,42
457,457,A1LT7RCP5NZQXG,A1LT7RCP5NZQXG,4,4,472,472,Southampton,Southampton,features,features,study,study,this,this,,,,,,,,,,,,,"2019-08-26 16:20:59","2019-08-26 16:20:59",123,123,42,42
458,458,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,2100,2100,If,If,"the survey","the survey",data,data,on,on,record,record,be,be,,,,,,,,,"2019-08-26 16:21:08","2019-08-26 16:21:08",123,123,23,23
459,459,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,4,4,406,406,The,The,in,in,look,look,for,for,questions,questions,,,,,,,,,,,"2019-08-26 16:21:28","2019-08-26 16:21:28",123,123,43,43
460,460,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,234,234,You,You,at,at,give,give,or,or,take,take,and,and,,,,,,,,,"2019-08-26 16:22:11","2019-08-26 16:22:11",123,123,23,23
461,461,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,4,4,411,411,We,We,to,to,out,out,and,and,"assessment ","assessment ",,,,,,,,,,,"2019-08-26 16:22:36","2019-08-26 16:22:36",123,123,43,43
462,462,A1LT7RCP5NZQXG,A1LT7RCP5NZQXG,4,4,455,455,Obtaining,Obtaining,is,is,of,of,under,under,Data,Data,data,data,public,public,,,,,,,"2019-08-26 16:23:02","2019-08-26 16:23:02",123,123,42,42
463,463,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,283,283,If,If,part,part,your,your,and,and,to,to,surveys,surveys,possibly,possibly,,,,,,,"2019-08-26 16:23:18","2019-08-26 16:23:18",123,123,23,23
464,464,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,4,4,433,433,We,We,about,about,and,and,through,through,"assessment ","assessment ",for,for,records,records,"including ","including ",,,,,"2019-08-26 16:24:13","2019-08-26 16:24:13",123,123,43,43
465,465,A4VCRGDNRQVFM,A4VCRGDNRQVFM,4,4,418,418,,,,,,,,,,,,,,,,,,,,,"2019-08-26 16:25:34","2019-08-26 16:25:34",123,123,42,42
466,466,A22FS22LAPMD8W,A22FS22LAPMD8W,3,3,312,312,Part,Part,will,will,those,those,will,will,their,their,"they may","they may",,,,,,,,,"2019-08-26 16:29:13","2019-08-26 16:29:13",123,123,32,32
467,467,A22FS22LAPMD8W,A22FS22LAPMD8W,3,3,319,319,Also,Also,study,study,health,health,impeded,impeded,do,do,,,,,,,,,,,"2019-08-26 16:31:02","2019-08-26 16:31:02",123,123,32,32
468,468,A22FS22LAPMD8W,A22FS22LAPMD8W,3,3,333,333,It,It,will,will,part,part,the,the,will,will,enhance,enhance,patients,patients,,,,,,,"2019-08-26 16:31:33","2019-08-26 16:31:33",123,123,32,32
469,469,A22FS22LAPMD8W,A22FS22LAPMD8W,3,3,324,324,This,This,at,at,medical,medical,"where it can be","where it can be",a,a,will,will,,,,,,,,,"2019-08-26 16:36:10","2019-08-26 16:36:10",123,123,33,33
470,470,A22FS22LAPMD8W,A22FS22LAPMD8W,3,3,341,341,None,None,collected,collected,analysis,analysis,critique,critique,will,will,,,,,,,,,,,"2019-08-26 16:37:22","2019-08-26 16:37:22",123,123,33,33
471,471,A22FS22LAPMD8W,A22FS22LAPMD8W,3,3,343,343,Your,Your,"date of birth,","date of birth,",be,be,filing,filing,"secure drives","secure drives",protected,protected,authorised,authorised,,,,,,,"2019-08-26 16:38:02","2019-08-26 16:38:02",123,123,33,33
472,472,A22FS22LAPMD8W,A22FS22LAPMD8W,4,4,406,406,The,The,of,of,go,go,with,with,questions,questions,,,,,,,,,,,"2019-08-26 16:41:59","2019-08-26 16:41:59",123,123,43,43
473,473,A22FS22LAPMD8W,A22FS22LAPMD8W,4,4,411,411,We,We,to,to,"opinions on","opinions on","care and","care and","the study","the study",,,,,,,,,,,"2019-08-26 16:42:56","2019-08-26 16:42:56",123,123,43,43
474,474,ARYZT0RO8N5P1,ARYZT0RO8N5P1,2,2,232,232,Once,Once,info,info,your,your,be,be,willing,willing,,,,,,,,,,,"2019-08-26 16:44:49","2019-08-26 16:44:49",123,123,22,22
475,475,A22FS22LAPMD8W,A22FS22LAPMD8W,4,4,433,433,We,We,on,on,information,information,by,by,diagnosis,diagnosis,personal,personal,health,health,"social services","social services",,,,,"2019-08-26 16:45:02","2019-08-26 16:45:02",123,123,43,43
476,476,ARYZT0RO8N5P1,ARYZT0RO8N5P1,2,2,2112,2112,We,We,that,that,in,in,call,call,you,you,in,in,changed,changed,,,,,,,"2019-08-26 16:45:45","2019-08-26 16:45:45",123,123,22,22
477,477,ARYZT0RO8N5P1,ARYZT0RO8N5P1,2,2,227,227,These,These,you,you,research,research,this,this,out,out,well,well,and,and,,,,,,,"2019-08-26 16:46:19","2019-08-26 16:46:19",123,123,22,22
478,478,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,232,232,If,If,information,information,your,your,be,be,willing,willing,,,,,,,,,,,"2019-08-26 16:49:13","2019-08-26 16:49:13",123,123,22,22
479,479,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,2112,2112,You,You,that,that,in,in,contact,contact,with,with,in,in,changed,changed,,,,,,,"2019-08-26 16:50:05","2019-08-26 16:50:05",123,123,22,22
480,480,AZJJM4MLJN12F,AZJJM4MLJN12F,4,4,418,418,Researchers,Researchers,accurate,accurate,and,and,patient's,patient's,,,,,,,,,,,,,"2019-08-26 16:51:34","2019-08-26 16:51:34",123,123,42,42
481,481,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,227,227,Many,Many,you,you,diagnosis,diagnosis,it,it,out,out,well,well,from,from,,,,,,,"2019-08-26 16:52:21","2019-08-26 16:52:21",123,123,22,22
482,482,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,232,232,When,When,information,information,any,any,be,be,wanting,wanting,,,,,,,,,,,"2019-08-26 16:52:25","2019-08-26 16:52:25",123,123,22,22
483,483,AZJJM4MLJN12F,AZJJM4MLJN12F,4,4,472,472,The,The,data,data,study,study,this,this,,,,,,,,,,,,,"2019-08-26 16:52:29","2019-08-26 16:52:29",123,123,42,42
484,484,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,2112,2112,We,We,that,that,in,in,contact,contact,you,you,in,in,changed,changed,,,,,,,"2019-08-26 16:53:06","2019-08-26 16:53:06",123,123,22,22
485,485,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,227,227,The,The,men,men,clinical,clinical,it,it,out,out,well,well,and,and,,,,,,,"2019-08-26 16:54:05","2019-08-26 16:54:05",123,123,22,22
486,486,AZJJM4MLJN12F,AZJJM4MLJN12F,4,4,455,455,Processing,Processing,is,is,of,of,in,in,Data,Data,for,for,public,public,,,,,,,"2019-08-26 16:56:45","2019-08-26 16:56:45",123,123,42,42
487,487,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,2100,2100,If,If,us,us,data,data,through,through,records,records,be,be,,,,,,,,,"2019-08-26 17:00:05","2019-08-26 17:00:05",123,123,23,23
488,488,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,234,234,you,you,during,during,give,give,or,or,take,take,and,and,,,,,,,,,"2019-08-26 17:00:41","2019-08-26 17:00:41",123,123,23,23
489,489,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,283,283,If,If,part,part,the,the,and,and,to,to,studies,studies,to,to,,,,,,,"2019-08-26 17:01:46","2019-08-26 17:01:46",123,123,23,23
490,490,AZJJM4MLJN12F,AZJJM4MLJN12F,3,3,324,324,This,This,at,at,current,current,and,and,a,a,can,can,,,,,,,,,"2019-08-26 17:03:55","2019-08-26 17:03:55",123,123,33,33
491,491,A1ZSZ9LDHAYECQ,A1ZSZ9LDHAYECQ,4,4,418,418,Researchers,Researchers,doctors,doctors,and,and,patient's,patient's,,,,,,,,,,,,,"2019-08-26 17:12:31","2019-08-26 17:12:31",123,123,42,42
492,492,A1ZSZ9LDHAYECQ,A1ZSZ9LDHAYECQ,4,4,472,472,Referring,Referring,information,information,test,test,initial,initial,,,,,,,,,,,,,"2019-08-26 17:14:47","2019-08-26 17:14:47",123,123,42,42
493,493,A1ZSZ9LDHAYECQ,A1ZSZ9LDHAYECQ,4,4,455,455,All,All,deemed,deemed,of,of,for,for,Data,Data,data,data,public,public,,,,,,,"2019-08-26 17:17:20","2019-08-26 17:17:20",123,123,42,42
494,494,A3P9XRM0IA5AOL,A3P9XRM0IA5AOL,4,4,418,418,,,,,,,,,,,,,,,,,,,,,"2019-08-26 17:18:23","2019-08-26 17:18:23",123,123,42,42
495,495,A3P9XRM0IA5AOL,A3P9XRM0IA5AOL,4,4,418,418,Doctors,Doctors,a,a,and,and,persons,persons,,,,,,,,,,,,,"2019-08-26 17:19:44","2019-08-26 17:19:44",123,123,42,42
496,496,A3P9XRM0IA5AOL,A3P9XRM0IA5AOL,4,4,472,472,This,This,information,information,time,time,the,the,,,,,,,,,,,,,"2019-08-26 17:20:19","2019-08-26 17:20:19",123,123,42,42
497,497,A2CB5XA034TM3P,A2CB5XA034TM3P,4,4,418,418,Doctors,Doctors,early,early,changes,changes,patients,patients,,,,,,,,,,,,,"2019-08-26 17:22:59","2019-08-26 17:22:59",123,123,42,42
498,498,A2CB5XA034TM3P,A2CB5XA034TM3P,4,4,472,472,southampton,southampton,information,information,survey,survey,this,this,,,,,,,,,,,,,"2019-08-26 17:23:35","2019-08-26 17:23:35",123,123,42,42
499,499,A2CB5XA034TM3P,A2CB5XA034TM3P,4,4,455,455,note,note,are,are,of,of,in,in,data,data,information,information,public,public,,,,,,,"2019-08-26 17:25:05","2019-08-26 17:25:05",123,123,42,42
500,500,AXBFJUI5IFJX2,AXBFJUI5IFJX2,4,4,418,418,Patients,Patients,to,to,it,it,,,,,,,,,,,,,,,"2019-08-26 17:36:27","2019-08-26 17:36:27",123,123,42,42
501,501,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,418,418,We,We,a,a,and,and,person,person,,,,,,,,,,,,,"2019-08-26 18:25:00","2019-08-26 18:25:00",123,123,42,42
502,502,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,472,472,A,A,information,information,study,study,the,the,,,,,,,,,,,,,"2019-08-26 18:25:15","2019-08-26 18:25:15",123,123,42,42
503,503,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,455,455,Using,Using,is,is,of,of,in,in,data,data,for,for,public,public,,,,,,,"2019-08-26 18:26:06","2019-08-26 18:26:06",123,123,42,42
504,504,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,406,406,A,A,of,of,talk,talk,with,with,questions,questions,,,,,,,,,,,"2019-08-26 18:31:39","2019-08-26 18:31:39",123,123,43,43
505,505,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,411,411,We,We,to,to,out,out,and,and,diagnosis,diagnosis,,,,,,,,,,,"2019-08-26 18:32:00","2019-08-26 18:32:00",123,123,43,43
506,506,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,433,433,We,We,about,about,service,service,regarding,regarding,diagnosis,diagnosis,from,from,databases,databases,and,and,,,,,"2019-08-26 18:32:53","2019-08-26 18:32:53",123,123,43,43
507,507,A7Y524016WTCJ,A7Y524016WTCJ,3,3,324,324,This,This,by,by,online,online,and,and,the,the,will,will,,,,,,,,,"2019-08-26 18:38:02","2019-08-26 18:38:02",123,123,33,33
508,508,A7Y524016WTCJ,A7Y524016WTCJ,3,3,341,341,All,All,gained,gained,process,process,any,any,will,will,,,,,,,,,,,"2019-08-26 18:38:46","2019-08-26 18:38:46",123,123,33,33
509,509,A7Y524016WTCJ,A7Y524016WTCJ,3,3,343,343,All,All,your,your,be,be,filing,filing,campus,campus,protected,protected,members,members,,,,,,,"2019-08-26 18:39:27","2019-08-26 18:39:27",123,123,33,33
510,510,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,312,312,Part,Part,will,will,men,men,will,will,any,any,they,they,,,,,,,,,"2019-08-26 18:40:18","2019-08-26 18:40:18",123,123,32,32
511,511,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,319,319,Importantly,Importantly,research,research,medical,medical,impacted,impacted,do,do,,,,,,,,,,,"2019-08-26 18:40:45","2019-08-26 18:40:45",123,123,32,32
512,512,ABSLSFY33VM9B,ABSLSFY33VM9B,4,4,406,406,A,A,of,of,go,go,with,with,questions,questions,,,,,,,,,,,"2019-08-26 18:40:50","2019-08-26 18:40:50",123,123,43,43
513,513,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,333,333,It,It,will,will,part,part,the,the,will,will,advance,advance,men,men,,,,,,,"2019-08-26 18:41:04","2019-08-26 18:41:04",123,123,32,32
514,514,ABSLSFY33VM9B,ABSLSFY33VM9B,4,4,411,411,We,We,to,to,out,out,and,and,therapy,therapy,,,,,,,,,,,"2019-08-26 18:41:21","2019-08-26 18:41:21",123,123,43,43
515,515,ABSLSFY33VM9B,ABSLSFY33VM9B,4,4,433,433,We,We,from,from,Database,Database,by,by,health,health,from,from,databases,databases,and,and,,,,,"2019-08-26 18:42:08","2019-08-26 18:42:08",123,123,43,43
516,516,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,232,232,If,If,information,information,your,your,be,be,ready,ready,,,,,,,,,,,"2019-08-26 18:44:38","2019-08-26 18:44:38",123,123,22,22
517,517,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,2112,2112,We,We,that,that,in,in,contact,contact,you,you,in,in,changed,changed,,,,,,,"2019-08-26 18:45:03","2019-08-26 18:45:03",123,123,22,22
518,518,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,227,227,Research,Research,patients,patients,personal,personal,that,that,out,out,well,well,using,using,,,,,,,"2019-08-26 18:45:47","2019-08-26 18:45:47",123,123,22,22
519,519,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,2100,2100,If,If,us,us,data,data,by,by,records,records,be,be,,,,,,,,,"2019-08-26 18:59:58","2019-08-26 18:59:58",123,123,23,23
520,520,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,234,234,You,You,during,during,give,give,or,or,take,take,and,and,,,,,,,,,"2019-08-26 19:00:27","2019-08-26 19:00:27",123,123,23,23
521,521,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,283,283,If,If,part,part,the,the,and,and,to,to,studies,studies,similar,similar,,,,,,,"2019-08-26 19:00:57","2019-08-26 19:00:57",123,123,23,23
522,522,AQMIT4AYRUK86,AQMIT4AYRUK86,2,2,232,232,Confirm,Confirm,instruction,instruction,several,several,be,be,interested,interested,,,,,,,,,,,"2019-08-26 19:03:59","2019-08-26 19:03:59",123,123,22,22
523,523,AQMIT4AYRUK86,AQMIT4AYRUK86,2,2,232,232,Confirm,Confirm,instruction,instruction,numerous,numerous,be,be,comfortable,comfortable,,,,,,,,,,,"2019-08-26 19:04:59","2019-08-26 19:04:59",123,123,22,22
524,524,AQMIT4AYRUK86,AQMIT4AYRUK86,2,2,2112,2112,You,You,that,that,in,in,call,call,in,in,in,in,changed,changed,,,,,,,"2019-08-26 19:05:56","2019-08-26 19:05:56",123,123,22,22
525,525,AQMIT4AYRUK86,AQMIT4AYRUK86,2,2,227,227,,,,,,,,,,,,,,,,,,,,,"2019-08-26 19:05:59","2019-08-26 19:05:59",123,123,22,22
